 0.000000e+00	7.500000e-20
 1.000000e-03	7.500000e-20
 2.000000e-03	7.100000e-20
 3.000000e-03	6.700000e-20
 5.000000e-03	6.100000e-20
 7.000000e-03	5.400000e-20
 8.500000e-03	5.050000e-20
 1.000000e-02	4.600000e-20
 1.500000e-02	3.750000e-20
 2.000000e-02	3.250000e-20
 3.000000e-02	2.500000e-20
 4.000000e-02	2.050000e-20
 5.000000e-02	1.730000e-20
 7.000000e-02	1.130000e-20
 1.000000e-01	5.900000e-21
 1.200000e-01	4.000000e-21
 1.500000e-01	2.300000e-21
 1.700000e-01	1.600000e-21
 2.000000e-01	1.030000e-21
 2.500000e-01	9.100000e-22
 3.000000e-01	1.530000e-21
 3.500000e-01	2.350000e-21
 4.000000e-01	3.300000e-21
 5.000000e-01	5.100000e-21
 7.000000e-01	8.600000e-21
 1.000000e+00	1.380000e-20
 1.200000e+00	1.660000e-20
 1.300000e+00	1.820000e-20
 1.500000e+00	2.100000e-20
 1.700000e+00	2.300000e-20
 1.900000e+00	2.500000e-20
 2.100000e+00	2.800000e-20
 2.200000e+00	2.900000e-20
 2.500000e+00	3.300000e-20
 2.800000e+00	3.800000e-20
 3.000000e+00	4.100000e-20
 3.300000e+00	4.500000e-20
 3.600000e+00	4.900000e-20
 4.000000e+00	5.400000e-20
 4.500000e+00	6.100000e-20
 5.000000e+00	6.700000e-20
 6.000000e+00	8.100000e-20
 7.000000e+00	9.600000e-20
 8.000000e+00	1.170000e-19
 1.000000e+01	1.500000e-19
 1.200000e+01	1.517041e-19
 1.500000e+01	1.383344e-19
 1.700000e+01	1.242052e-19
 2.000000e+01	9.438839e-20
 2.500000e+01	6.808030e-20
 3.000000e+01	5.500000e-20
 5.000000e+01	3.235250e-20
 7.500000e+01	2.221990e-20
 1.000000e+02	1.640000e-20
 1.500000e+02	1.120000e-20
 2.000000e+02	8.650000e-21
 3.000000e+02	6.250000e-21
 5.000000e+02	3.700000e-21
 7.000000e+02	2.650000e-21
 1.000000e+03	1.730000e-21
 1.500000e+03	1.040000e-21
 2.000000e+03	3.000000e-22
 3.000000e+03	7.000000e-23
 5.000000e+03	1.200000e-22
 7.000000e+03	5.000000e-23
 1.000000e+04	5.000000e-23
